./normal/GSM1112836.count	./normal/GSM916094.count	./cancer/CEMT_19.count	./cancer/CEMT_22.count	./cancer/CEMT_47.count
GNRHR2	17	184	1470575	870116	858336
GNRHR2P1	0	1	220834	133738	105258
GNS	16	3113	4629066	2234584	5258834
GOLGA1	876	1514	2258264	839759	1691570
GOLGA2	3720	5545	4415647	1701736	2839857
GOLGA2P1	78	112	0	0	0
GOLGA2P2Y	0	0	75	234	74
GOLGA2P3Y	0	0	46	238	1234
GOLGA2P4	6	8	1389	403	0
GOLGA2P6	0	0	300	0	0
GOLGA3	3566	6248	6892284	3097367	4572165
GOLGA4	12763	27178	11076641	5748143	13708827
GOLGA5	11	1113	1724903	1305798	2522730
GOLGA5P1	1	63	150	702	26
GOLGA6A	0	2	1374	6946	1629
GOLGA6B	0	0	2822	6224	1469
GOLGA6C	0	0	1554	1165	763
GOLGA6D	0	0	746	1981	281
GOLGA6L1	0	12	31177	0	0
GOLGA6L10	1	7	4743	3389	2951
GOLGA6L11P	0	0	112	375	150
GOLGA6L16P	0	9	75	150	0
GOLGA6L2	0	7	188856	43744	3232
GOLGA6L3	0	36	13852	15047	18304
GOLGA6L4	1	91	84450	78308	90227
GOLGA6L6	0	1	7194	0	0
GOLGA6L7P	0	49	4149	5578	299
GOLGA6L9	1	7	48247	45577	125023
GOLGA7	97	8375	5018207	5786638	9253590
GOLGA7B	1306	4980	417590	309565	277800
GOLGA8A	10	3292	11419330	10289591	5432195
GOLGA8B	11	2603	12258983	10679915	12442099
GOLGA8CP	0	0	591	86	0
GOLGA8DP	0	1	592	444	740
GOLGA8EP	0	1	650	0	0
GOLGA8F	0	0	1420	0	20
GOLGA8G	0	0	1950	0	0
GOLGA8H	0	11	9593	3666	4088
GOLGA8I	0	11	15553	3985	6231
GOLGA8J	0	0	9374	5339	3568
GOLGA8K	0	1	2672	1012	1284
GOLGA8M	1	7	18848	2731	2196
GOLGA8N	0	8	75981	11618	59033
GOLGA8O	0	3	15684	2822	7674
GOLGA8Q	1	1	22039	2745	10153
GOLGA8R	0	4	12975	2718	4456
GOLGA8S	0	2	4166	2004	898
GOLGA8T	0	0	5179	1862	2229
GOLGA8UP	0	3	1501	298	43
GOLGB1	103	18293	13161278	5608932	11021603
GOLIM4	21	5160	5041224	2168763	8344042
GOLM1	33	5758	16862653	5005750	11358118
GOLPH3	10	2218	1709429	1185234	2309431
GOLPH3L	6	860	344234	311963	793327
GOLT1A	4	106	1241	5567	2112
GOLT1B	10	1313	1112053	1712511	2859732
GON4L	43	2251	6414726	3539778	7324998
GOPC	746	3065	3808672	2949708	4955988
GORAB	3	371	540240	715699	1153217
GORASP1	435	2234	5969921	2868000	7594451
GORASP2	961	2231	6019317	2873664	10560816
GOSR1	156	3077	2800340	1542360	4173112
GOSR2	507	974	1777613	1150224	2818101
GOT1	722	3952	1695593	756655	2002308
GOT1L1	0	12	211	0	83
GOT2	56	5178	3702029	1375741	4932227
GOT2P1	0	0	0	0	0
GOT2P2	8	68	2819	600	1350
GOT2P3	0	73	2121	2064	1187
GOT2P5	0	0	0	0	0
GP1BA	3	115	36869	107783	20359
GP1BB	0	0	1250222	366594	1051761
GP2	0	0	0	0	0
GP5	0	18	4583	600	836
GP6	2	193	29305	35870	29627
GP9	0	0	450	0	1712
GPA33	0	6	1200	4048	858
GPAA1	30	2237	9713090	3577696	16947122
GPAA1P1	0	0	791	1213	1854
GPALPP1	900	1497	1600514	1546551	2237971
GPAM	715	3089	1593445	835175	1096044
GPANK1	1023	1336	1961384	978239	2701764
GPAT2	42	76	159597	83646	83091
GPATCH1	6	778	282562	267964	348492
GPATCH11	94	2785	1731371	2062034	2662768
GPATCH2	10	1733	366268	266028	594777
GPATCH2L	43	5379	3120746	1599831	4612500
GPATCH3	664	820	226711	78903	202290
GPATCH4	75	6444	3756412	1381383	2892156
GPATCH8	6724	7738	7086107	3327643	8956396
GPBAR1	8	17	8260	2234	19763
GPBP1	51	6002	16236989	9665450	14845272
GPBP1L1	1849	3029	1932380	874851	2036039
GPC1	2017	6920	7195593	2141049	12975298
GPC2	6	256	713067	275269	579366
GPC3	8	21	23851	78782	1508594
GPC4	175	635	262942	110880	24923
GPC5	181	535	289794	6099	5487
GPC5-AS1	9	24	472	0	0
GPC5-AS2	0	0	129	66	75
GPC5-IT1	1	2	324	0	0
GPC6	58	142	160097	119317	627516
GPC6-AS1	0	2	530	565	1250
GPC6-AS2	7	10	126	869	276
GPCPD1	12	1982	3861172	1889327	2378859
GPD1	20	1252	172221	93578	27934
GPD1L	808	2488	2438503	1601284	959212
GPD2	1521	3142	3405582	1173305	5063632
GPER1	336	1327	737662	179161	610820
GPHA2	0	1	819	676	534
GPHB5	0	0	39	0	0
GPHN	6	1276	5307831	3642173	9906627
GPI	147	13822	13615795	11801985	18431356
GPIHBP1	11	1627	25184	37404	97598
GPKOW	482	1162	572117	244059	548631
GPLD1	170	380	193326	135514	248720
GPM6A	261	42019	144297666	51559891	130598181
GPM6B	60835	84428	78445921	31808679	83711075
GPM6BP1	0	0	0	0	0
GPM6BP2	0	0	0	0	0
GPM6BP3	0	0	0	0	0
GPN1	2	539	2476716	2250509	3859696
GPN2	1077	1928	512167	264845	415416
GPN3	4	408	542556	617070	1021127
GPN3P1	0	9	603	0	0
GPNMB	253	1030	507271	245552	940735
GPR1	4	4	4558	150	150
GPR101	0	4	3132	0	868
GPR107	1968	4502	9912887	2732412	7571971
GPR108	17	1705	4124949	2095297	3412898
GPR110	1	0	5638	150	1556
GPR111	0	1	300	0	0
GPR112	0	1	3731	0	1500
GPR113	0	29	79267	47414	185951
GPR114	0	70	11609	1350	5957
GPR115	0	0	450	0	0
GPR116	1351	2607	2637578	2054715	6596066
GPR119	0	0	0	0	0
GPR12	384	564	67462	1858	225
GPR123	555	2259	5602354	1522600	8889563
GPR124	4	569	865529	237790	1220246
GPR125	29	2132	4300214	841117	2520465
GPR126	58	236	491017	68273	158596
GPR128	3	4	0	7390	0
GPR132	3	135	31224	14040	8411
GPR133	94	221	177278	108860	77889
GPR135	0	374	182930	124857	352273
GPR137	980	2435	4241666	3187928	7691868
GPR137B	7	1667	2210110	1144669	1487302
GPR137C	6	657	905964	466362	600629
GPR139	0	0	2059	0	600
GPR141	6	3	466	1507	1909
GPR142	2	0	1725	225	0
GPR143	83	247	96407	6578	9481
GPR143P	2	1	0	20	597
GPR144	0	24	12	764	0
GPR146	25	103	238257	183438	196547
GPR148	2	12	2011	944	300
GPR149	0	4	1354	702	2176
GPR15	0	0	300	150	0
GPR150	0	109	10574	300	2325
GPR151	0	11	4171	450	1050
GPR152	0	0	436	816	269
GPR153	647	1082	533968	53649	78097
GPR155	5911	8786	3883016	2379349	5759806
GPR156	1	53	108783	32853	42402
GPR157	66	137	4463	1998	5358
GPR158	415	1036	2226115	1572056	3600868
GPR158-AS1	3	4	56034	19870	105081
GPR160	0	138	12523	28743	79920
GPR161	4	604	1518369	584333	1249612
GPR162	34	4413	5349953	2049360	6050081
GPR17	954	1649	3567488	4247002	57535489
GPR171	1	103	2296	1560	3099
GPR173	667	1327	1567839	655263	1950397
GPR174	1	0	0	423	0
GPR176	3	825	817045	233368	3047706
GPR179	50	99	232437	31267	316575
GPR18	43	95	10677	16613	5916
GPR180	502	863	167095	318169	398438
GPR182	0	18	1811	1500	375
GPR183	35	122	18436	27232	8694
GPR19	4	323	402817	441581	704378
GPR20	0	13	93	150	2084
GPR21	0	13	14969	2473	8079
GPR22	3	953	153574	1853	3170
GPR25	0	0	825	225	150
GPR26	1176	3653	56773	524	972
GPR27	628	1547	372988	298451	502492
GPR3	86	112	58595	23602	57083
GPR31	0	0	150	0	0
GPR32	0	2	272	442	150
GPR32P1	0	1	0	19	150
GPR33	0	0	150	75	0
GPR34	197	484	197298	156850	72745
GPR35	74	265	107110	131492	157576
GPR37	16	5473	62146	32680	17053
GPR37L1	127	14160	2522765	2082146	20931660
GPR39	12	23	1124443	611502	1466135
GPR4	9	1076	75011	127284	325016
GPR42	0	0	0	0	0
GPR45	4	16	64244	10131	12749
GPR50	0	0	149	150	0
GPR50-AS1	0	0	0	0	0
GPR52	0	9	4418	75	1050
GPR53P	0	0	0	0	0
GPR55	12	66	11722	414	592
GPR56	63	12601	311657612	109085057	113094282
GPR6	14	100	33543	6866	14182
GPR61	0	193	139787	10772	70153
GPR62	416	1075	15975	9118	6398
GPR63	245	500	41335	8580	43283
GPR64	120	139	173953	57842	569946
GPR65	0	91	3463	6674	5145
GPR68	2	139	224136	45122	22375
GPR75	0	411	438846	221072	291502
GPR75-ASB3	3	717	4265472	2823443	3977037
GPR78	1	20	35177	31995	11028
GPR79	0	12	3332	3789	300
GPR82	49	81	14771	18878	9014
GPR83	8	469	252211	5891	14188
GPR84	0	116	4200	2373	1050
GPR85	22	1486	1093684	732379	1797701
GPR87	0	11	2591	1357	567
GPR88	3	293	82204	8918	450
GPR89A	2	231	759869	560401	765822
GPR89B	1	11	1202734	712779	1543126
GPR89C	0	0	686199	429374	844362
GPR97	0	39	26626	30921	4556
GPR98	21	3311	4438511	930250	298100
GPRASP1	1699	4183	4400353	420129	1105693
GPRASP2	619	1731	1743326	929194	2066208
GPRC5A	0	50	6705	12024	5750
GPRC5B	211	38896	26895658	8499179	23230063
GPRC5C	419	864	769479	55320	420785
GPRC5D	0	12	600	300	0
GPRC6A	0	2	300	0	0
GPRIN1	432	850	1863722	682350	930409
GPRIN2	83	61	5669	1875	0
GPRIN3	8	647	78801	69340	68721
GPS1	2278	3266	12155878	7198898	22124344
GPS2	5	274	9091982	7584656	13500072
GPSM1	1003	1437	14565093	3744043	18208741
GPSM2	28	2450	2792867	1081836	3134844
GPSM3	426	895	174510	188421	215213
GPT	3	251	108343	79212	126549
GPT2	38	7885	5168546	2917587	4023518
GPX1	1263	5637	1723628	2207561	2390770
GPX1P1	195	309	74695	48489	95850
GPX1P2	1	4	450	0	225
GPX2	8	118	22317	17660	10848
GPX3	1010	1651	1276755	2100040	1083715
GPX4	86	5473	16614568	12605641	16717284
GPX5	0	0	0	0	0
GPX6	0	0	0	0	0
GPX7	1	224	128609	61655	143030
GPX8	0	70	20114	52819	384803
GRAMD1A	27	2398	3830824	6242326	8577453
GRAMD1B	21	4080	5813644	4045748	7988662
GRAMD1C	167	760	470720	760781	361542
GRAMD2	1	578	74996	61318	92716
GRAMD3	63	3975	7118897	4669570	13353423
GRAMD4	861	1349	2640985	693542	1572099
GRAMD4P1	0	0	0	0	0
GRAMD4P2	0	0	26	0	0
GRAMD4P3	0	0	0	0	300
GRAMD4P4	0	0	0	0	0
GRAMD4P5	0	0	348	0	0
GRAMD4P6	0	0	150	0	0
GRAMD4P7	0	0	150	0	0
GRAMD4P8	0	0	150	0	1186
GRAP	0	7	66118	64213	98683
GRAP2	11	19	9674	3863	12098
GRAPL	0	0	8460	19304	14101
GRASP	11	1009	1508236	473653	332916
GRB10	973	3020	6497255	3516239	12690277
GRB14	161	270	25627	14953	52187
GRB2	1694	2988	11717247	4875333	13203396
GRB7	4	19	7065	894	2929
GREB1	16	1511	638593	591147	530929
GREB1L	328	573	857460	748534	620244
GREM1	16	1678	31784	5146	2990
GREM2	4	263	79825	8548	10272
GRHL1	4	237	123900	70695	120617
GRHL2	0	80	1509	1567	1513
GRHL3	5	12	113797	81467	4639
GRHPR	40	4231	2942668	3291972	13716194
GRIA1	3280	7137	17749560	6639295	7163581
GRIA2	59	12023	42153877	7695408	43493006
GRIA3	3908	7766	10558058	4309134	20822401
GRIA4	10	3171	25304971	15963461	69498852
GRID1	436	1443	2626083	868734	1794377
GRID2	2	379	1197250	243328	1882008
GRID2IP	38	104	542505	129005	220913
GRIFIN	2	3	2808	1914	1785
GRIK1	10	1314	985633	29327	47600
GRIK1-AS1	0	132	34350	10079	5095
GRIK1-AS2	0	0	1693	2528	474
GRIK2	304	1607	13809984	4660917	13150325
GRIK3	533	1121	3106005	676203	4028600
GRIK4	13	1020	2640275	1350741	4880273
GRIK5	29	2084	6095635	1463356	5006780
GRIN1	1422	1859	26561065	151029	9407215
GRIN2A	28	3632	1460566	23923	35246
GRIN2B	52	7742	1060679	9047	4654
GRIN2C	1296	3249	847706	131030	110507
GRIN2D	5	344	416065	136192	31469
GRIN3A	101	285	2423866	81783	2221660
GRIN3B	1	14	17020	14045	26530
GRINA	75	9242	24166578	12039496	35666980
GRIP1	2	300	679353	366310	767434
GRIP2	104	500	492729	866155	618537
GRIPAP1	3083	4876	7823332	3113699	1814858
GRK1	4	15	3902	4714	16492
GRK4	17	1435	781010	328080	413419
GRK5	143	473	566466	112951	473426
GRK6	726	1201	2158288	946211	2958308
GRK6P1	106	143	3987	2100	1098
GRK7	0	8	3858	726	842
GRM1	191	865	985637	70824	563074
GRM2	101	683	704671	27427	83709
GRM3	58	6184	4278802	94715	157885
GRM4	182	227	1092873	211191	1584305
GRM5	0	139	1799707	2944127	24057117
GRM5-AS1	1	192	373623	897336	4705200
GRM6	297	434	80183	45066	25715
GRM7	198	606	719960	27773	89389
GRM7-AS1	24	67	501	437	150
GRM7-AS2	0	1	269	0	166
GRM7-AS3	1	11	328	0	0
GRM8	0	175	897124	143895	548035
GRN	1029	2382	6012774	1789308	12779167
GRP	35	54	117844	5940	1389
GRPEL1	12	1458	791312	404281	795715
GRPEL2	464	842	730847	792533	1603268
GRPEL2-AS1	2	6	6807	5145	14748
GRPEL2P1	1	5	0	0	0
GRPEL2P2	0	4	225	150	75
GRPEL2P3	0	0	150	0	0
GRPR	0	0	4593	524	2505
GRSF1	33	5321	9063526	4753587	8014016
GRTP1	68	174	26374	9810	3738
GRTP1-AS1	47	95	2789	593	1643
GRWD1	17	1140	307566	144770	479728
GRXCR1	0	0	150	0	0
GRXCR2	0	0	0	0	0
GS1-111G14.1	0	4	0	260	0
GS1-114I9.1	0	0	17590	11796	13199
GS1-115G20.1	0	11	159	1095	9
GS1-115G20.2	2	5	2818	1179	2620
GS1-115M3.4	0	0	0	0	0
GS1-120K12.4	0	0	0	0	0
GS1-122H1.1	0	0	0	0	0
GS1-122H1.2	0	8	194	504	34
GS1-122H1.3	0	0	0	0	0
GS1-124K5.10	138	276	8320	11837	2775
GS1-124K5.11	865	2579	192534	258513	203598
GS1-124K5.12	217	601	201776	128832	180870
GS1-124K5.2	37	81	45535	53316	46417
GS1-124K5.3	23	50	19639	21337	29295
GS1-124K5.4	54	206	56662	95045	96604
GS1-124K5.6	2	7	4584	6926	3214
GS1-124K5.7	4	10	571	795	774
GS1-124K5.8	2	0	840	1508	1338
GS1-124K5.9	23	202	11463	7803	3179
GS1-164F24.1	18	31	75	143	0
GS1-165B14.2	1	8	93	1628	509
GS1-166A23.1	1	4	740	1217	780
GS1-166A23.2	5	53	8111	7723	6224
GS1-174L6.4	1	1	96	158	0
GS1-179L18.1	0	0	0	0	0
GS1-184P14.2	13	17	197799	780209	178443
GS1-18A18.1	130	616	69932	17469	52404
GS1-18A18.2	6	30	4718	335	1933
GS1-200K5.1	2	0	814	458	522
GS1-204I12.1	0	0	229	0	353
GS1-204I12.4	0	0	150	0	324
GS1-21A4.1	0	0	156	375	58
GS1-21A4.2	0	1	199	451	75
GS1-24F4.1	5	12	0	0	300
GS1-24F4.2	0	0	6216	4397	11840
GS1-24F4.3	0	0	0	0	0
GS1-251I9.2	0	4	121	0	77
GS1-251I9.3	0	1	26444	29595	41313
GS1-251I9.4	21	3310	863765	825546	828695
GS1-256O22.1	0	2	0	0	0
GS1-256O22.5	1	0	0	0	0
GS1-257G1.1	124	302	315225	161996	411174
GS1-259H13.10	0	1	86959	75590	209678
GS1-259H13.2	0	96	80344	152977	101545
GS1-259H13.7	2	30	4645	2815	3651
GS1-278J22.1	0	0	0	0	0
GS1-278J22.2	0	0	0	0	0
GS1-279B7.1	1	12	6642	2930	3565
GS1-279B7.2	0	6	5241	900	6079
GS1-293C5.1	0	4	26217	13189	29647
GS1-304P7.1	1	58	1666	899	537
GS1-304P7.2	0	6	3219	279	640
GS1-304P7.3	0	13	699	452	600
GS1-309P15.3	0	0	0	0	0
GS1-309P15.4	1439	1808	12260	15594	23300
GS1-358P8.4	497	1407	442254	86920	63378
GS1-383H3.6	0	0	150	0	0
GS1-388B5.1	0	1	0	375	75
GS1-388B5.2	0	0	233	0	0
GS1-388B5.8	0	1	0	0	0
GS1-393G12.12	0	163	29373	34718	52957
GS1-393G12.14	0	0	1219	1953	1839
GS1-39E22.1	1	2	31	148	90
GS1-39E22.2	15	28	820	1868	826
GS1-410F4.4	0	2	0	0	0
GS1-410F4.5	0	0	0	0	0
GS1-421I3.2	0	0	0	0	0
GS1-421I3.4	1	4	0	7	77
GS1-433O24.1	0	1	0	0	0
GS1-44D20.1	151	452	67682	24758	82356
GS1-466O4.2	0	0	0	0	0
GS1-466O4.3	0	0	0	0	0
GS1-466O4.5	0	0	0	0	0
GS1-519E5.1	2	54	1919	0	0
GS1-531I17.2	3	87	226	116	450
GS1-531I17.3	1	11	320	377	200
GS1-541M1.2	0	1	0	0	0
GS1-542M4.3	8	117	0	0	0
GS1-542M4.4	0	0	0	0	0
GS1-57L11.1	0	9	596	0	341
GS1-590J15.1	0	0	0	0	0
GS1-590J6.2	5	18	0	0	0
GS1-594A7.3	0	0	0	0	0
GS1-594A7.5	0	0	0	0	0
GS1-5L10.1	1	5	2786	3877	1974
GS1-600G8.3	0	0	0	0	0
GS1-600G8.4	0	0	0	0	0
GS1-600G8.5	0	0	0	150	0
GS1-69O6.1	0	0	0	0	0
GS1-72M22.1	1	222	110819	27277	113159
GSAP	4	666	224583	144098	104880
GSC	0	0	22096	3037	1198
GSC2	0	0	216	150	129
GSDMA	0	7	959	1336	1393
GSDMB	788	1382	808819	1028018	646346
GSDMC	1	20	8061	10686	1787
GSDMD	10	1149	484845	253700	649048
GSE1	21	1969	12109069	6493360	25220413
GSG1	2	114	9122	5854	7581
GSG1L	5	906	929238	235071	203500
GSG2	1	3	17808	8253	64112
GSK3A	31	4093	3955731	1333837	3388362
GSK3B	9	2300	3766053	1680441	5349244
GSKIP	6	1064	720834	855047	1193102
GSN	8399	15928	21508003	9266013	26828252
GSN-AS1	1148	1237	38640	19879	16528
GSPT1	29	5151	8946400	5018631	15542886
GSPT2	474	1027	485873	298080	740415
GSR	16	2271	2321845	1532498	3200991
GSS	4	1338	1096086	424155	1153186
GSTA1	158	279	1830	302	12
GSTA2	29	94	75	0	75
GSTA3	0	0	0	0	0
GSTA4	1086	2365	6128308	5276925	6342707
GSTA5	0	0	0	0	0
GSTA6P	0	0	0	0	0
GSTA7P	0	1	0	0	150
GSTCD	1	405	1228206	612305	1128327
GSTK1	33	2266	3265549	2593000	6160610
GSTM1	8	56	7491546	527579	780271
GSTM2	20	1492	7077915	2805722	4676950
GSTM2P1	64	388	300	0	75
GSTM3	30	3169	6386131	1507476	2479789
GSTM3P1	0	116	30471	34762	54421
GSTM3P2	7	59	536	807	222
GSTM4	5	1294	2585851	713564	2061150
GSTM5	19	5945	2716373	76288	11995
GSTM5P1	7	176	955	0	75
GSTO1	434	2260	2481655	3226049	4193844
GSTO2	298	1073	171648	993348	49634
GSTO3P	60	338	0	0	0
GSTP1	42	6459	12338608	4829270	24571961
GSTP1P1	0	2	225	0	178
GSTT1	748	1365	1946748	130660	0
GSTT2	3	10	316514	70888	805971
GSTT2B	7	29	204351	51543	614773
GSTTP1	1	1	377	416	0
GSTTP2	0	0	263	2623	0
GSTZ1	10	762	2033233	2164503	2158923
GSX1	14	16	85662	262112	2657437
GSX2	2	16	1475	894	270
GTDC1	6767	6154	6370112	3596298	6709115
GTF2A1	19	2337	1767460	1247405	2356202
GTF2A1L	0	5	0	32045	6333
GTF2A2	14	1593	1854274	2217068	3380461
GTF2B	4	548	603351	738172	761127
GTF2E1	4	507	212076	213096	397044
GTF2E2	0	900	317487	292544	604477
GTF2F1	47	5326	7424102	5747442	10688826
GTF2F2	494	1089	850243	1063791	1342372
GTF2F2P1	18	46	0	439	300
GTF2F2P2	1	0	150	0	0
GTF2H1	330	1102	3653420	2469570	7651507
GTF2H2	11	175	249194	353690	397353
GTF2H2B	5	171	459606	644073	903493
GTF2H2C	7	104	1148062	1314759	2139728
GTF2H3	889	1611	1108166	1047856	1800502
GTF2H4	18	34	770625	580793	1916603
GTF2H5	1780	4579	732104	596883	533886
GTF2I	217	772	32219723	15641386	48184240
GTF2IP1	4	4	1527218	682564	1777252
GTF2IP2	0	0	0	0	0
GTF2IP3	0	0	0	0	0
GTF2IRD1	283	827	2422053	1551399	2537896
GTF2IRD1P1	15	13	263108	221961	301381
GTF2IRD2	340	611	1078105	484129	1009186
GTF2IRD2B	286	601	2236764	1045463	2015934
GTF2IRD2P1	0	4	158437	56440	143123
GTF3A	1449	2462	4038899	4562333	7971823
GTF3C1	29	3568	9928032	2813482	9087911
GTF3C2	8	1346	4404266	2212422	7883785
GTF3C3	557	1084	1337845	897687	2361727
GTF3C4	1008	2225	1989524	723287	2164751
GTF3C5	2290	3294	5910413	2244489	7258790
GTF3C6	657	1810	972611	597148	1716417
GTPBP1	897	1337	4124279	1764285	4052825
GTPBP10	19	1159	1484296	1869938	2491821
GTPBP2	567	1308	2014098	939141	2568670
GTPBP3	3	637	1272434	743117	1890690
GTPBP4	1227	2100	2895978	1945149	3844900
GTPBP6	4890	6340	1406636	745008	2161408
GTPBP8	134	415	292059	513141	802562
GTSCR1	16	13	278	482	1394
GTSE1	14	18	101044	33781	360018
GTSF1	0	29	3914	13184	2289
GTSF1L	0	0	0	0	0
GUCA1A	70	133	15663	1176	933
GUCA1B	126	192	27228	37408	5299
GUCA1C	0	2	0	0	0
GUCA2A	0	0	0	0	0
GUCA2B	0	0	0	0	0
GUCD1	1389	2414	3222461	1970675	6598348
GUCY1A2	15	2744	3911597	2482691	7489618
GUCY1A3	6	802	2470705	2214336	1890995
GUCY1B2	1	7	69095	1845	13388
GUCY1B3	14	2962	4508381	1467561	2834946
GUCY2C	0	18	3963	418	445
GUCY2D	1	27	745	376	0
GUCY2EP	0	2	0	0	0
GUCY2F	0	2	352	223	519
GUCY2GP	0	0	0	0	0
GUF1	31	1659	2475425	1503692	2123733
GUK1	120	16484	39505605	29404965	44349505
GULOP	0	4	0	179	0
GULP1	87	313	288101	117054	75659
GUSB	551	1965	1947060	1424300	3307993
GUSBP1	14	541	276302	199808	323961
GUSBP10	2	10	0	0	0
GUSBP11	0	0	1096251	755227	1120750
GUSBP12	1	4	53	0	0
GUSBP2	148	238	70116	51542	37778
GUSBP3	9	396	132960	68893	98978
GUSBP4	36	68	38369	42026	14188
GUSBP5	2	60	20377	8435	2040
GUSBP6	0	5	932	2144	0
GUSBP8	0	6	144	89	75
GUSBP9	2	426	109629	65419	113468
GVINP1	53	190	19753	24588	101745
GVINP2	5	13	375	150	0
GVQW1	2	218	11711	9411	12199
GXYLT1	12	1485	433678	193901	296561
GXYLT1P1	0	0	0	0	0
GXYLT1P2	0	0	0	0	0
GXYLT2	52	191	77219	48135	76759
GYG1	13	1755	2697475	4775505	6584431
GYG1P1	6	29	47	536	225
GYG1P2	0	0	0	0	0
GYG1P3	2	58	0	0	75
GYG2	334	1073	325794	796316	454153
GYG2-AS1	2	6	0	107	100
GYG2P1	61	121	0	10554	32353
GYLTL1B	1	6	3901	2464	1425
GYPA	0	13	450	0	0
GYPB	0	18	2477	2405	756
GYPC	460	939	188945	168704	343686
GYPE	0	26	2462	204	600
GYS1	20	1761	2396669	1452519	4078766
GYS2	5	102	5016	3078	9609
GZF1	9	1749	1913315	1227866	2126844
GZMA	0	18	1941	1789	3362
GZMAP1	0	0	0	0	0
GZMB	19	31	9871	5626	25016
GZMH	1	8	1525	1563	11211
GZMK	0	1	1724	1046	758
GZMM	1	30	10220	9120	11000
H19	662	2350	104561	152200	776375
H1F0	3807	4468	3001580	2660050	4522200
H1FNT	0	0	5510	1821	3566
H1FOO	0	0	0	328	0
H1FX	9	823	1998550	1027640	2835890
H1FX-AS1	6	417	710496	405871	839502
H2AFB1	0	0	332	974	300
H2AFB2	0	0	1137	462	66
H2AFB3	0	0	360	94	439
H2AFJ	6	895	109612	119773	195574
H2AFV	3061	8450	7626508	5238151	8289329
H2AFX	14	1485	1161506	742931	2752964
H2AFY	1994	4202	18037283	11522131	25598188
H2AFY2	215	459	779812	350309	1284256
H2AFZ	75	2348	6640780	2645458	5561673
H2AFZP1	7	52	1312	815	232
H2AFZP3	43	279	5091	1647	4494
H2AFZP4	0	6	1699	1910	618
H2AFZP5	2	2	325	0	9
H2AFZP6	2	13	473	1357	140
H2BFM	16	9	4049	300	0
H2BFS	0	0	1791	750	10038
H2BFWT	0	2	661	150	150
H2BFXP	2	0	10139	3838	3143
H3F3A	86	715	2125097	2762591	3390723
H3F3AP1	0	12	204	518	439
H3F3AP3	0	0	0	0	0
H3F3AP4	275	416	3979460	3842250	6593430
H3F3AP5	2	0	0	150	750
H3F3AP6	16	20	262563	199502	352763
H3F3B	12591	21673	54922225	28054916	58451039
H3F3BP1	3	5	130766	77126	130341
H3F3BP2	0	0	0	0	0
H3F3C	316	1233	66293	44002	100194
H6PD	2244	3328	1352395	464582	998794
HAAO	9	336	60444	19047	75601
HABP2	34	163	15700	1572	821
HABP4	1999	2217	3141418	1509756	2422692
HACE1	388	1239	2675891	2387710	3083282
HACL1	144	475	2115990	1723098	3251542
HADH	9	1297	4923476	2153676	4232766
HADHA	151	6579	6024850	4524899	9154638
HADHAP1	38	457	13738	5658	6329
HADHB	32	5110	7822910	7162718	16239922
HAGH	38	2894	4296176	2216444	5267337
HAGHL	8	772	1067478	1118634	3142570
HAL	3	63	1829	3469	2649
HAMP	53	2632	26704	12982	0
HAND1	1	0	75	75	300
HAND2	0	4	2693	0	0
HAND2-AS1	3	15	5262	0	75
HAO1	14	120	150	0	148
HAO2	5	79	667	0	1834
HAO2-IT1	0	1	0	0	0
HAP1	786	1877	1792683	2581528	1994359
HAPLN1	1	155	3951091	2949519	4006424
HAPLN2	59	3370	230196	248725	101567
HAPLN3	4	264	103996	74324	95054
HAPLN4	0	2	248907	68678	132770
HAR1A	3	284	44736	14974	16112
HAR1B	0	24	19049	10095	18250
HARBI1	120	375	90858	75108	244362
HARS	1416	2890	9399682	4984770	10448548
HARS2	616	1400	2407445	1161134	2557837
HAS1	3	43	12888	6571	1342
HAS2	3	99	7637	12910	63475
HAS2-AS1	0	7	16178	24101	57215
HAS3	2	150	155182	81208	140453
HAT1	667	1352	1810610	1574359	2604081
HAUS1	116	223	967337	867633	1221123
HAUS1P1	21	42	0	75	0
HAUS1P2	18	27	0	49	150
HAUS1P3	1	2	375	322	289
HAUS2	34	1316	990522	1303592	1592559
HAUS3	13	868	799984	353291	533455
HAUS4	117	199	4655187	4450419	6228614
HAUS4P1	24	64	150	0	0
HAUS5	9	942	900761	839427	1853855
HAUS6	32	1050	590992	567432	1538261
HAUS6P1	81	192	51652	56985	126742
HAUS6P2	2	0	0	0	0
HAUS7	66	120	1048004	666530	2045625
HAUS8	2	129	299364	190646	611559
HAUS8P1	0	0	0	0	0
HAVCR1	4	2	4106	20254	4710
HAVCR1P1	0	47	30986	10741	13712
HAVCR2	547	1086	128433	121188	60999
HAX1	69	2478	6473423	7566181	11284483
HBA1	50	4187	995019	3373726	374975
HBA2	132	7827	1078325	4234585	497480
HBB	3240	21582	597768	5976955	275255
HBBP1	0	2	0	0	0
HBCBP	0	1	150	300	150
HBD	18	125	0	715	150
HBE1	0	3	447	0	1193
HBEGF	660	1011	232347	356599	1323733
HBG1	2	1	0	524	224
HBG2	5	20	1114	1300	413
HBM	1	29	237	1352	62
HBP1	12	1318	3253091	2007876	2840027
HBQ1	1	32	5375	7301	2834
HBS1L	1735	3772	5268329	3363814	6057055
HBZ	0	36	975	2386	375
HBZP1	0	0	89	0	0
